TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
"Semi furnished bungalow for sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 5 Cr ,6.0 aana,2700 Sq. Feet,13 Feet,South,2.5,4,5,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Luxurious bungalow for rent in Chundevi,"Chundevi, Kathmandu",Rs. 2.2 Lac/m,9.0 aana,,12-18 Feet,South,2.5,7,6,2077 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
Two bungalow for rent from same compound in Chundevi,"Chundevi, Kathmandu",Rs. 6.5 Lac/m,48.0 aana,,12-18 Feet,West,2.5,15,9,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel', 'Power Backup', 'Parquet', 'Internet']"
"Bungalow for rent in Chundevi Marg, Kathmandu","Chundevi, Kathmandu",Rs. 5 Lac/m,,,12-18 Feet,North,2.5,4,4,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Parquet', 'Power Backup']"
Residential house on sale at Budhanilkantha ,"Budhanilkantha, Kathmandu",Price on call,7.0 aana,,12-18 Feet,South-East,2.5,,,,,"['Drinking Water', 'Bathroom', 'Parking', 'Power Backup', 'Drainage']"
"Bungalow for sale in Khursanitar, Lazimpat","Lazimpat, Kathmandu",Rs. 6 Cr ,5.2 aana,,15 Feet,West,2.5,6,4,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Garden', 'Power Backup']"
"Beautiful houses on sale at Balkot, Bhaktpur","Bhaktapur, Bhaktapur",Price on call,4.0 aana,,20 Feet,West,2.5,4,4,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']"
"Bungalow for rent in Rose Villa Homes, Budhanilkantha","Siddhartha Colony, Kathmandu",Rs. 1.65 Lac/m,8.0 aana,,20 Feet,South,2.5,4,5,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Garden', 'Internet', 'Parquet', 'Marbel']"
Beautiful house for sale at Budhanilkantha ,"Budhanilkantha, Kathmandu",Rs. 6.2 Cr ,9.2 aana,,20 Feet,West,2.5,4,6,2066 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Power Backup']"
"House on sale in Lambagar shantitol, Tarakeshwar","Lambagar, Kathmandu",Rs. 2.6 Cr ,4.0 aana,,11 Feet,South,2.5,6,3,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Residential house on sale at Sukedhara,"Sukedhara, Kathmandu",Price on call,5.0 aana,,14 Feet,South-East,2.5,4,5,2055 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
"Beautiful house on sale in Golfutar, Budhanilkantha", Kathmandu,Rs. 2.7 Cr ,3.0 aana,,32 Feet,South,2.5,4,6,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']"
"Beautiful residential house on sale in Baluwakhani, Kapan","Baluwakhani, Kathmandu",Rs. 2.75 Cr ,3.1 aana,,16 Feet,West,3,6,3,2064 B.S,,"['Drinking Water', 'Drainage', 'Bathroom', 'Power Backup']"
Residential house on sale in Mandikhatar,"Mandikhatar, Kathmandu",Rs. 4.25 Cr ,4.0 aana,,20 Feet,South,2.5,4,5,2068 B.S,,"['Drinking Water', 'Bathroom', 'Power Backup', 'Parking']"
"House for sale near Suncity, Pepsicola","Pepsicola, Kathmandu",Rs. 3.25 Cr ,5.0 aana,,10-26 Feet,South-East,3,5,4,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel', 'Power Backup']"
"Bungalow for rent in Greenhill City, Dhumbarahi","Dhumbarahi, Kathmandu",Rs. 1.8 Lac/m,10.0 aana,,14-20 Feet,North-East,2.5,5,4,2080 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Garden', 'Marbel']"
"House on sale near Durga Mandir, Kapan","Kapan, Kathmandu",Rs. 1.85 Cr ,2.3 aana,,13 Feet,,2.5,,,2062 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Newly built house for sale at Nikhileshwor, Budhanilkantha","Nikhileshwor, Kathmandu",Rs. 2.75 Cr ,3.1 aana,,16 Feet,West,2.5,,,2066 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"House for rent at Kupandol, Lalitpur","Kupandole, Lalitpur","Rs. 50,000 /m",10.0 aana,,13 Feet,South,1,3,2,2058 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Residential bungalow for rent in Dhobighat,"Dhobighat, Lalitpur",Rs. 1.5 Lac/m,8.0 aana,2400 Sq. Feet,15 Feet,,2.5,4,5,2058 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Drinking Water', 'Internet', 'Power Backup', 'Power Backup', 'Marbel']"
"New house on sale in Danchhi, Thali","Danchhi, Kathmandu",Rs. 1.2 Cr ,3.1 aana,,20 Feet,North-East,1,2,1,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
House on sale at Koteshwor,"Koteshwor, Kathmandu",Rs. 3.95 Cr ,,,10 Feet,North,3.5,9,4,2056 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
"House For Sale At Kapan, Ram Mandir","Kapan, Kathmandu",Rs. 4.55 Cr ,6.0 aana,,12-18 Feet,North,2.5,5,3,2076 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Marbel', 'Earthquake Resistant']"
Beautiful house on sale in Dhapasi,"Dhapasi, Kathmandu",Rs. 4.7 Cr ,9.0 aana,,12 Feet,East,2.5,6,2,2075 B.S,,"['Garden', 'Drainage', 'Power Backup', 'Bathroom', 'Drinking Water', 'Parking']"
"House on sale at Jagdol, Kathamandu","Jagdol, Kathmandu",Rs. 90 Lac ,3.2 aana,,13 Feet,East,2,5,1,2065 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']"
"Individual house in CG Hills (colony) for rent, Haatigauda, Buddhanilkantha","Hattigaunda, Kathmandu",Rs. 1.3 Lac/m,1886 sq. ft,1886 Sq. Feet,16-20 Feet,South-West,2.5,4,4,2068 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Gym', 'Sofa', 'CC Camera', 'Power Backup', 'Bed Room', 'Garden', 'Modular Kitchen', 'Playground']"
"Residential house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 9 Cr ,6.0 aana,3100 Sq. Feet,12-18 Feet,South-East,2.5,5,5,2071 B.S,,"['Drinking Water', 'Power Backup', 'Drainage', 'Parking']"
"New bungalow on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.5 Cr ,4.2 aana,,13 Feet,South-East,2.5,5,4,2078 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Drainage', 'Power Backup', 'Sofa', 'Power Backup', 'Dining Room']"
"Beautiful house on sale in Mandikhatar, Kapan","Mandikhatar, Kathmandu",Rs. 2.65 Cr ,3.1 aana,,13 Feet,West,2.5,6,4,2074 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup']"
"House on sale in Akasedhara, Kapan","Aakasedhara, Kathmandu",Rs. 1.85 Cr ,,,13 Feet,,2.5,10,,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Marbel']"
"House for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Price on call,5.1 aana,,15 Feet,South,2.5,4,4,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden']"
"House on sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",Rs. 3.85 Cr ,5.0 aana,,13 Feet,East,2.5,6,4,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Marbel']"
"Beautiful house for sale in Budhanilkantha, Kathamandu","Budhanilkantha, Kathmandu",Price on call,22.0 aana,,13 Feet,North,2.5,7,5,2078 B.S,,"['Garden', 'Power Backup', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Commercial building for sale at Maharajgunj,"Maharajgunj, Kathmandu",Rs. 19 Cr ,,,16-20 Feet,South-West,6,,,2064 B.S,,"['Parking', 'Marbel', 'Bathroom', 'Drainage', 'Drinking Water']"
Newly built house for sale in Imadol,"Imadol, Lalitpur",Rs. 2.45 Cr ,3.1 aana,,12-14 Feet,North,2.5,,,2068 B.S,,"['Drainage', 'Bathroom', 'Playground']"
Full furnished bungalow for rent in Bansbari,"Bansbari, Kathmandu",Rs. 3 Lac/m,25.0 aana,,18 Feet,South-East,2.5,4,5,2055 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parquet', 'Garden', 'Parking']"
"House on sale in Hepali height, Budhanilkantha","Hepali Height, Kathmandu",Rs. 3.35 Cr ,4.0 aana,,13 Feet,North-East,2.5,4,5,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden', 'Parking']"
"House for rent in Jhamsikhel,Lalitpur","Jhamsikhel, Lalitpur",Rs. 5 Lac/m,32.0 aana,,12 Feet,North,3.5,,,2064 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking', 'Marbel', 'Garden']"
"House for sale in Siran Bazar, Dhadingbesi","Siran Bazar, Dhading",Rs. 1.2 Cr ,,,12-18 Feet,,2.5,,3,2068 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Marbel', 'Parking']"
House on sale at Pepsicola Townplanning,"Pepsicola, Kathmandu",Rs. 6.75 Cr ,7 aana,3000 Sq. Feet,20 Feet,South,2.5,5,4,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Marbel', 'Garden']"
"Brand new house for sale in Gokul Awas, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4 Cr ,4.2 aana,,20 Feet,South-East,2.5,6,4,2080 B.S,,"['Bathroom', 'Drainage', 'Garden', 'Internet', 'Parking']"
Beautiful bungalow for sale in Khumaltar,"Khumaltar, Lalitpur",Rs. 3.9 Cr ,4.2 aana,2400 Sq. Feet,14 Feet,South,2.5,4,4,2062 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Internet']"
"House on sale in Raniban, Tindhara","Raniban, Kathmandu",Rs. 3.1 Cr ,4.2 aana,,14 Feet,South-West,3.5,6,5,2066 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Power Backup', 'Power Backup']"
"Beautiful house on sale in Kusunti, Lalitpur","Kusunti, Lalitpur",Rs. 4 Cr ,4.2 aana,,11 Feet,West,2.5,4,4,2058 B.S,,"['Garden', 'Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Full furnished luxurious bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Price on call,7.2 aana,,14 Feet,,2.5,5,5,2058 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'AirCon', 'Internet']"
Bungalow for sale at Golfutar Height,"Golfutar, Kathmandu",Rs. 12.5 Cr ,9.0 aana,,12 Feet,South,2.5,6,4,2078 B.S,,"['Marbel', 'Parquet', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
Brand new house on sale in Sanobharyang,"Sanobharyang, Kathmandu",Rs. 3.6 Cr ,3.3 aana,2479 Sq. Feet,13 Feet,North-West,2.5,7,4,2070 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House for sale in Akashedhara, Kapan","Aakasedhara, Kathmandu",Rs. 3.15 Cr ,5.0 aana,,12 Feet,South-West,2.5,6,5,2072 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Brand new Duplex house for sale in Hattiban,"Hattiban, Lalitpur",Rs. 4 Cr ,4.1 aana,2900 Sq. Feet,13 Feet,North-East,3,7,5,2062 B.S,,"['Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']"
"Houses on sale in Budhanilkantha, Kathamandu","Budhanilkantha, Kathmandu",Price on call,,,14-22 Feet,South,2.5,5,5,2066 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Brand new full furnished bungalow for sale in Bhangal,"Bhangal , Kathmandu",Rs. 3.2 Cr ,4.1 aana,,13 Feet,North-East,2.5,,,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
House on sale in Nakhipot Heights,"Nakhipot, Lalitpur",Rs. 3.25 Cr ,3.3 kattha,,13 Feet,West,2.5,5,4,2055 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Marbel']"
"House on sale near Sherpa Petrol Pump, Tokha","Tokha, Kathmandu",Rs. 1 Cr ,2.2 aana,,13 Feet,North-West,1,3,1,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
"House on sale in Dharmasthali, Chisapani","Dharmasthali, Kathmandu",Rs. 2.65 Cr ,5.0 aana,,36 Feet,North-East,2.5,8,4,2064 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']"
"Beautiful house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.5 Cr ,3.5 aana,,15 Feet,South,2.5,4,4,2068 B.S,,"['Drinking Water', 'Bathroom', 'Power Backup', 'Garden', 'Parking', 'Drainage', 'Parquet', 'Marbel']"
"House on sale in Golfutar, Budhanilkantha","Golfutar, Kathmandu",Rs. 3.25 Cr ,4.0 aana,,13 Feet,East,2.5,4,2,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Power Backup', 'Parking', 'Marbel']"
Full furnished house for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 1.4 Cr ,3.0 aana,1074 Sq. Feet,13 Feet,West,1,2,1,2080 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Marbel']"
Residential house for sale at Manbhawan,"Manbhawan, Lalitpur",Rs. 6.2 Cr ,7.2 aana,5331 Sq. Feet,13 Feet,West,5,17,10,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
New house on sale at kapan,"Kapan, Kathmandu",Rs. 1.35 Cr ,3.0 aana,,13 Feet,South,1,2,1,2066 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
"House on rent near Ganga Hall, Balaju","Balaju, Kathmandu",Rs. 1 Lac/m,15.0 aana,,12-18 Feet,South,2,8,2,2058 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
House on sale in land price at Gwarko,"Gwarko, Lalitpur",Rs. 50 Lac/aana,12.0 aana,,13 Feet,South-East,4,8,4,2058 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
"House on sale at Hepali Height, Budhanilkantha","Hepali Height, Kathmandu",Rs. 3.35 Cr ,4.0 aana,,13 Feet,North-East,2.5,4,5,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Marbel', 'Parquet']"
"House on sale at Budhanilkantha, kathamandu","Budhanilkantha, Kathmandu",Rs. 3.6 Cr ,5.0 aana,,14 Feet,South-West,2.5,6,5,2056 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Parquet', 'Marbel']"
"Commercial building for rent/lease at Charkhal, Dillibazar","Dillibazar, Kathmandu",Price on call,6.0 aana,9594.59 Sq. Feet,20 Feet,South,5.5,,17,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"Brand new house on sale at Budhanilkantha, Kapan","Kapan, Kathmandu",Price on call,4.1 aana,,13 Feet,East,2.5,6,5,2075 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel', 'Earthquake Resistant']"
"House on sale at Kusunti, Lalitpur","Kusunti, Lalitpur",Price on call,4.2 aana,,12-16 Feet,West,2.5,4,4,2068 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
"Commercial house on sale at Macchapokhari, Gunastarphat","Machhapokhari, Kathmandu",Rs. 3.35 Cr ,3.0 aana,,20 Feet,West,5,16,7,2068 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']"
"House for sale at Basantapur, Yetkha","Yetkha, Kathmandu",Rs. 3.2 Cr ,2.3 aana,,16 Feet,South,4,8,4,2071 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage']"
Luxurious bungalow for sale at Sitapaila,"Sitapaila, Kathmandu",Rs. 6.5 Cr ,5.0 aana,5500 Sq. Feet,13 Feet,East,2.5,5,7,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Garden']"
"Bungalow for sale in Budhanilkantha, Pasikot","Pasikot, Kathmandu",Rs. 4.5 Cr ,4.4 aana,,15 Feet,North-East,2.5,4,3,2074 B.S,,"['Garden', 'Parking', 'Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parquet', 'Marbel']"
"House for rent in Bindanasini, Pokhara","Bagar, Kaski","Rs. 60,000 /m",,,12-18 Feet,East,3,,,2077 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel']"
"House for sale at Dhapasi, Tokha","Dhapasi, Kathmandu",Rs. 5.8 Cr ,9.1 aana,3955 Sq. Feet,15-20 Feet,South,3.5,5,5,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Internet', 'Parking', 'Garden', 'Water Purifier', 'Dining Room', 'Power Backup', 'Earthquake Resistant']"
"House on sale at Baluwatar, Kathamandu","Baluwatar, Kathmandu",Rs. 6.5 Cr ,6.2 kattha,,12-18 Feet,East,2.5,5,5,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Garden', 'Marbel']"
Brand new house on sale at Gothatar Height,"Gothatar, Kathmandu",Rs. 2.4 Cr ,3.3 aana,,28 Feet,North-West,2.5,5,3,2078 B.S,,"['Marbel', 'Bathroom', 'Earthquake Resistant', 'Drinking Water', 'Drainage', 'Parking']"
"House on sale at Gaurighat,Chabahil","Gaurighat, Kathmandu",Rs. 5 Cr ,6.0 aana,,9-12 Feet,North,3,5,5,2064 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Garden', 'Parking']"
"Bungalow house on sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",Rs. 6.5 Cr ,15.2 aana,3900 Sq. Feet,24 Feet,West,3,6,6,2068 B.S,,"['Marbel', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden']"
Newly built house for sale at Nakhipot,"Nakhipot, Lalitpur",Rs. 3.6 Cr ,4.0 aana,,12 Feet,South-East,2.5,7,5,2055 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Marbel', 'Earthquake Resistant', 'Power Backup']"
"Newly built house on sale in Baluwakhani, Kapan","Baluwakhani, Kathmandu",Rs. 2.25 Cr ,3.0 aana,,14 Feet,,3,,,2078 B.S,,"['Drainage', 'Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Parking']"
Commercial house for sale in Galkopakha,"Galkopakha, Kathmandu",Rs. 1.1 Cr ,1.0 aana,,12 Feet,East,3.5,,2,2064 B.S,,['Bathroom']
"House on sale at Imadol, Shikhar Tole","Imadol, Lalitpur",Rs. 2.1 Cr ,3.0 aana,,13 Feet,South,2.5,3,3,2068 B.S,,"['Bathroom', 'Drainage', 'Power Backup', 'Parking', 'Marbel']"
Luxurious bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 10.5 Cr ,13.0 aana,,13 Feet,East,2.5,4,4,2074 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Marbel', 'Parquet', 'Parking', 'Internet']"
"Newly built house for sale near Park Village Resort, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 4.6 Cr ,6.0 aana,,13 Feet,West,2.5,4,4,2080 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet']"
Bungalow house for sale in Ekatabasti,"Ekatabasti, Kathmandu",Rs. 3.6 Cr ,4.1 aana,,16 Feet,West,2.5,4,4,2062 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking']"
"Semi bungalow for sale in Budhanilkantha,Mandikhatar faat","Mandikhatar, Kathmandu",Rs. 3.45 Cr ,4.3 aana,,13 Feet,East,2.5,5,5,2066 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']"
Luxurious bungalow with Palace Design is on rent at Chundevi,"Chundevi, Kathmandu",Rs. 3 Lac/m,8.0 aana,3500 Sq. Feet,13 Feet,North,2.5,5,5,2058 B.S,,"['Earthquake Resistant', 'Parquet', 'Gym', 'Power Backup', 'AirCon', 'Garden', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Internet', 'Bathroom']"
House on rent in Ravi Bhawan,"Rabi Bhawan, Kathmandu","Rs. 75,000 /m",11.0 aana,,12 Feet,West,2.5,6,5,2058 B.S,,"['Power Backup', 'Parquet', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
Beautiful house for sale in Dhapasi,"Dhapasi, Kathmandu",Rs. 4.4 Cr ,7.0 aana,2535 Sq. Feet,13 Feet,North-East,2.5,5,4,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel', 'Garden', 'Power Backup']"
Residential house for sale in Lolang,"Lolang, Kathmandu",Rs. 1.38 Cr ,3.0 aana,,13 Feet,East,1,2,1,2077 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
Fully furnished bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 3.75 Lac/m,10.0 aana,3422 Sq. Feet,20 Feet,East,2.5,4,4,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Garden', 'Internet']"
Modern house for sale at Ekatabasti,"Ekatabasti, Kathmandu",Rs. 1.85 Cr ,3.0 aana,,13 Feet,South,2.5,5,3,2078 B.S,,"['Parking', 'Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage']"
"Bungalow for sale near Nepal Rastra Bank, Baluwatar","Baluwatar, Kathmandu",Rs. 8 Cr ,8.0 aana,,10 Feet,South,2.5,3,4,2064 B.S,,"['Earthquake Resistant', 'Parquet', 'Drinking Water', 'Water Purifier', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Power Backup', 'Marbel']"
"House for sale at Radhe Radhe, Bhaktapur","Radhe Radhe, Bhaktapur",Rs. 2.4 Cr ,2.2 aana,82.4 Sq. Meter,24 Feet,North,4,4,4,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drainage', 'Bathroom']"
"Beautiful house for sale at Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 2.4 Cr ,3.0 aana,,13 Feet,East,2.5,,,,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Internet', 'Parking']"
"Brand new bungalow for sale at Sundarbasti, Bhangal","Bhangal , Kathmandu",Rs. 3.75 Cr ,5.0 aana,,13 Feet,West,2.5,,,,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Marbel', 'Parking']"
Newly built house for sale in Bhangal,"Bhangal , Kathmandu",Rs. 2.95 Cr ,4.0 aana,,13 Feet,East,3,,,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
Brand new furnished house for sale near Mandikhatar,"Mandikhatar, Kathmandu",Rs. 3.78 Cr ,5.0 aana,,13 Feet,East,2.5,6,4,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Internet', 'Earthquake Resistant']"
Hotel for rent at Boudha,"Bouddha, Kathmandu",Rs. 3.5 Lac/m,12.2 aana,,12-18 Feet,West,4,21,20,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Power Backup', 'Bed Room', 'Garden', 'Modular Kitchen', 'Parking', 'Internet', 'Drinking Water', 'Bathroom']"
"House for rent in Southern Heights Colony, Thaiba","Thaiba, Lalitpur","Rs. 65,000 /m",6.0 aana,,20 Feet,West,2.5,,,,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Gym', 'Swimming Pool']"
"Brand new house for sale near Harhar Mahadev, Kandaghari","Pepsicola, Kathmandu",Rs. 2.4 Cr ,3.2 aana,,20 Feet,East,2.5,6,3,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Internet', 'Drainage', 'Bathroom']"
Residential house for sale at Kapan Height,"Kapan, Kathmandu",Rs. 2.65 Cr ,4.0 aana,,13 Feet,North-West,2.5,,4,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Internet']"
"House on sale at near Karuna�Hospital,  Kapan","Kapan, Kathmandu",Rs. 1.68 Cr ,3.1 aana,,13 Feet,South-East,1,2,1,2063 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking']"
Beautiful residential house for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 1.5 Cr ,2.2 aana,,13 Feet,South,3,,3,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
"New house for sale near HAMS Hospital, Mandikhatar","Mandikhatar, Kathmandu",Rs. 2.75 Cr ,3.1 aana,,16 Feet,West,3,,,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Commercial house on sale Tandi, Ratnanagar, Chitwan","Tandi, Chitwan",Rs. 6.9 Cr ,0.13 kattha,1000 Sq. Feet,82 Feet,North,4,3,3,2059 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
House for rent in Chhauni,"Chhauni, Kathmandu",Price on call,,,12-18 Feet,,2.5,4,3,2077 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Drinking Water']"
Newly built house for sale in Balkot,"Balkot, Bhaktapur",Rs. 2.8 Cr ,2233.81 sq. ft,2233.81 Sq. Feet,20 Feet,South,3,4,4,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drinking Water', 'Drainage', 'Bathroom', 'Parking', 'Modular Kitchen']"
Residential house for sale at Gothatar,"Gothatar, Kathmandu",Rs. 2.25 Cr ,3.1 aana,,20 Feet,East,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant']"
"House for sale in Narephant, Koteshwor","Narephat, Kathmandu",Rs. 3.15 Cr ,4.0 aana,2300 Sq. Feet,14 Feet,West,3,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
